Car_ID,Brand,Model,Year,Fuel_Type,Color,Mileage_kmpl
C15478,Toyota,Polo,2024,Hybrid,Silver,18.27
C15479,Renault,Duster,2006,Diesel,Yellow,14.36
C15480,Mahindra,Creta,2021,CNG,Green,12.02
C15481,Honda,Innova,2009,Petrol,Red,20.72
C15482,Renault,Ecosport,2015,Electric,Silver,24.73
C15483,Mahindra,Creta,2021,Diesel,Red,14.2
C15484,Honda,Polo,2008,Diesel,Black,20.27
C15485,Mahindra,XUV500,2006,Hybrid,Red,15.62
C15486,Tata,Creta,2007,Petrol,Red,21.72
C15487,Mahindra,XUV500,2009,Electric,Red,22.71
C15488,Mahindra,Innova,2009,Petrol,Yellow,13.99
C15489,Mahindra,XUV500,2024,CNG,White,18.78
C15490,Ford,Creta,2013,Electric,Green,18.23
C15491,Maruti,Innova,2007,CNG,Grey,14.11
C15492,Maruti,Ecosport,2018,Electric,Blue,21.99
C15493,Tata,City,2018,Petrol,Grey,23.75
C15494,Hyundai,City,2021,CNG,Black,18.27
C15495,Hyundai,Swift,2010,CNG,Black,14.07
C15496,Tata,City,2010,Diesel,Red,16.96
C15497,Tata,Creta,2023,CNG,Red,22.61
C15498,Mahindra,Innova,2013,Diesel,Green,16.74
C15499,Tata,Swift,2006,Electric,Blue,21.97
C15500,Hyundai,Polo,2012,Hybrid,Green,24.36
C15501,Tata,Innova,2018,Electric,Silver,10.37
C15502,Toyota,City,2021,CNG,Black,17.39
C15503,Honda,Seltos,2008,Diesel,Red,19.49
C15504,Renault,XUV500,2008,CNG,Red,18.83
C15505,Kia,Seltos,2019,Diesel,Green,14.37
C15506,Renault,Duster,2006,Electric,Yellow,13.17
C15507,Hyundai,Innova,2013,CNG,Blue,21.07
C15508,Kia,Polo,2022,Diesel,Black,21.81
C15509,Kia,Seltos,2006,Hybrid,Silver,20.44
C15510,Hyundai,Creta,2006,Diesel,White,13.52
C15511,Tata,Swift,2007,CNG,Black,20.84
C15512,Maruti,City,2010,Diesel,Silver,16.69
C15513,Ford,XUV500,2012,Electric,Black,13.3
C15514,Honda,City,2022,Electric,Yellow,23.05
C15515,Kia,Innova,2022,CNG,Grey,17.14
C15516,Renault,City,2020,Hybrid,Blue,24.72
C15517,Renault,XUV500,2018,Electric,Silver,16.39
C15518,Honda,Seltos,2013,Diesel,Grey,13.74
C15519,Renault,Polo,2016,Electric,Grey,16.03
C15520,Renault,XUV500,2024,Electric,White,14.17
C15521,Mahindra,Seltos,2020,Petrol,Blue,20.69
C15522,Honda,Polo,2005,Electric,Silver,17.78
C15523,Hyundai,Innova,2023,Electric,Red,11.23
C15524,Ford,Creta,2012,CNG,Grey,12.05
C15525,Hyundai,Seltos,2017,Petrol,Silver,17.2
C15526,Honda,Swift,2008,Electric,White,19.52
C15527,Ford,Innova,2007,Diesel,Grey,11.73
C15528,Toyota,Nexon,2006,Diesel,Black,23.66
C15529,Kia,Swift,2013,Diesel,Grey,15.87
C15530,Tata,Innova,2008,Hybrid,Blue,12.45
C15531,Ford,Swift,2014,Electric,Red,18.06
C15532,Ford,XUV500,2005,Electric,Black,20.82
C15533,Kia,City,2009,CNG,Blue,22.88
C15534,Ford,XUV500,2014,Diesel,Red,15.73
C15535,Renault,XUV500,2007,Diesel,Blue,10.6
C15536,Tata,Swift,2012,Hybrid,Black,10.08
C15537,Tata,Swift,2014,Electric,Black,18.72
C15538,Tata,City,2006,Electric,Blue,24.69
C15539,Maruti,Nexon,2012,CNG,Grey,17.77
C15540,Kia,Duster,2014,CNG,Grey,23.87
C15541,Kia,Innova,2009,Petrol,White,17.85
C15542,Mahindra,Duster,2009,CNG,White,16.01
C15543,Renault,Seltos,2021,Electric,Red,14.54
C15544,Mahindra,Creta,2008,Hybrid,Yellow,12.93
C15545,Mahindra,City,2005,CNG,Red,18.5
C15546,Mahindra,Swift,2008,Diesel,Black,20.07
C15547,Maruti,Creta,2021,Electric,Yellow,12.75
C15548,Tata,City,2023,Petrol,White,15.57
C15549,Hyundai,Innova,2007,Petrol,Yellow,14.44
C15550,Ford,Creta,2022,CNG,Silver,21.74
C15551,Toyota,Seltos,2020,Electric,Red,17
C15552,Renault,Duster,2017,CNG,White,22.29
C15553,Tata,Ecosport,2024,CNG,White,17.15
C15554,Tata,Seltos,2010,Hybrid,White,16.56
C15555,Hyundai,Ecosport,2022,Petrol,Green,16.95
C15556,Ford,Duster,2017,CNG,Silver,11.2
C15557,Tata,Ecosport,2017,Petrol,Blue,12.35
C15558,Hyundai,Innova,2023,Hybrid,Yellow,12.38
C15559,Maruti,Swift,2007,CNG,Blue,21.89
C15560,Maruti,Nexon,2024,CNG,Grey,20.72
C15561,Tata,XUV500,2015,Electric,Silver,17.58
C15562,Mahindra,Polo,2023,Diesel,Black,22.78
C15563,Hyundai,Swift,2022,Diesel,Green,17.08
C15564,Volkswagen,Swift,2017,CNG,Red,13.88
C15565,Kia,Duster,2006,Hybrid,Yellow,12.17
C15566,Ford,Seltos,2017,Hybrid,Grey,17.42
C15567,Kia,Creta,2006,Electric,White,24.9
C15568,Hyundai,Innova,2011,Petrol,Black,20.41
C15569,Volkswagen,Seltos,2014,Electric,Black,20.7
C15570,Toyota,Seltos,2010,Hybrid,Silver,23.01
C15571,Honda,Polo,2007,Petrol,Yellow,15.91
C15572,Maruti,Creta,2006,Petrol,Grey,20.84
C15573,Toyota,Seltos,2018,Electric,Black,14.14
C15574,Toyota,Ecosport,2007,Petrol,Silver,19.09
C15575,Renault,Polo,2015,CNG,White,17.42
C15576,Honda,Ecosport,2021,Petrol,Yellow,20
C15577,Toyota,City,2014,Hybrid,Silver,13.03
C15578,Ford,XUV500,2019,Hybrid,Yellow,16.52
C15579,Volkswagen,Innova,2007,Petrol,Silver,24.91
C15580,Tata,Swift,2021,CNG,Black,20.99
C15581,Mahindra,Ecosport,2017,Hybrid,Silver,11.63
C15582,Hyundai,Polo,2018,Petrol,Green,19.31
C15583,Ford,City,2015,CNG,Red,21.68
C15584,Honda,Polo,2015,Petrol,Black,24.8
C15585,Honda,Ecosport,2005,Hybrid,Green,18.19
C15586,Toyota,Creta,2007,CNG,Red,13.18
C15587,Kia,Creta,2024,Petrol,Silver,20.98
C15588,Tata,Polo,2007,CNG,Blue,24.1
C15589,Toyota,Swift,2020,CNG,Grey,23.04
C15590,Maruti,Ecosport,2008,Hybrid,Red,15.11
C15591,Honda,Nexon,2007,Hybrid,Green,22.82
C15592,Toyota,Duster,2021,Petrol,Blue,10.91
C15593,Tata,City,2018,Petrol,Grey,24.69
C15594,Kia,Creta,2009,CNG,White,17.07
C15595,Maruti,Innova,2017,CNG,Blue,21.48
C15596,Kia,Seltos,2011,Petrol,Yellow,20.22
C15597,Toyota,Seltos,2006,Electric,Silver,22.83
C15598,Honda,XUV500,2007,Petrol,Silver,22.88
C15599,Renault,Duster,2005,Petrol,Green,18.66
C15600,Volkswagen,Swift,2014,Petrol,Silver,21.54
C15601,Ford,XUV500,2024,Diesel,Yellow,11.59
C15602,Tata,Seltos,2007,Electric,Yellow,20.82
C15603,Maruti,Polo,2006,Petrol,Silver,17.86
C15604,Volkswagen,Nexon,2024,Electric,Black,17.57
C15605,Mahindra,Swift,2019,Hybrid,Grey,22.67
C15606,Tata,Nexon,2014,Petrol,Grey,15.07
C15607,Toyota,XUV500,2011,Diesel,Blue,24.07
C15608,Volkswagen,Duster,2013,CNG,Grey,24.38
C15609,Kia,City,2009,Petrol,White,11.94
C15610,Renault,XUV500,2008,Petrol,Black,13.2
C15611,Renault,Innova,2008,Diesel,Red,11.66
C15612,Volkswagen,Nexon,2005,Diesel,Silver,22.32
C15613,Maruti,Polo,2008,Hybrid,Black,24.17
C15614,Mahindra,Polo,2006,CNG,Grey,20.63
C15615,Hyundai,XUV500,2012,Hybrid,Blue,20.29
C15616,Hyundai,Swift,2022,Diesel,Green,16.19
C15617,Maruti,Duster,2012,Electric,Grey,16.72
C15618,Kia,XUV500,2015,Hybrid,Yellow,12.64
C15619,Honda,Seltos,2015,Electric,Green,22.61
C15620,Ford,Creta,2019,Diesel,Blue,18.62
C15621,Honda,Polo,2024,Diesel,Grey,11.18
C15622,Kia,Innova,2015,Hybrid,Silver,10.31
C15623,Renault,Swift,2009,Hybrid,White,16.39
C15624,Ford,Innova,2009,Electric,Yellow,13.76
C15625,Toyota,City,2021,Petrol,Grey,12.98
C15626,Toyota,Seltos,2010,Hybrid,Grey,21.19
C15627,Mahindra,XUV500,2023,Hybrid,Red,20.01
C15628,Hyundai,Polo,2009,Electric,Red,23.24
C15629,Volkswagen,Innova,2007,Petrol,Green,11.9
C15630,Toyota,Ecosport,2019,Petrol,Black,21.59
C15631,Mahindra,Polo,2006,Electric,Black,15.39
C15632,Mahindra,Duster,2014,Petrol,Yellow,24
C15633,Renault,City,2022,CNG,Yellow,11.93
C15634,Maruti,Swift,2021,Hybrid,Grey,10.73
C15635,Kia,XUV500,2013,Hybrid,Green,22.66
C15636,Honda,Ecosport,2018,Electric,Blue,12.86
C15637,Toyota,Innova,2019,Hybrid,Black,22.87
C15638,Tata,Innova,2015,Electric,Grey,17.68
C15639,Maruti,Polo,2022,Diesel,Red,19.73
C15640,Kia,Nexon,2006,Electric,Black,18.11
C15641,Tata,Creta,2007,CNG,Black,24.3
C15642,Toyota,Innova,2021,Hybrid,Silver,16.03
C15643,Mahindra,Swift,2005,Diesel,Black,16.05
C15644,Mahindra,Innova,2010,Hybrid,White,14.48
C15645,Mahindra,Nexon,2006,Diesel,Yellow,21.7
C15646,Renault,XUV500,2006,Diesel,Silver,22.69
C15647,Ford,Innova,2018,Petrol,Yellow,15.61
C15648,Toyota,City,2014,Hybrid,White,18.65
C15649,Volkswagen,City,2022,Diesel,Silver,22.97
C15650,Honda,XUV500,2016,Hybrid,Grey,12.79
C15651,Mahindra,XUV500,2013,Electric,Red,11.53
C15652,Ford,Polo,2017,Hybrid,Silver,23.64
C15653,Tata,Innova,2005,Hybrid,Red,20.05
C15654,Renault,Nexon,2024,Diesel,Yellow,21.16
C15655,Mahindra,Seltos,2015,Petrol,White,15.71
C15656,Kia,City,2011,Electric,Yellow,13.56
C15657,Toyota,Swift,2018,Hybrid,Red,24.22
C15658,Volkswagen,Creta,2006,CNG,Black,18.26
C15659,Tata,Duster,2006,Hybrid,Yellow,17.07
C15660,Renault,Innova,2009,Hybrid,White,11.08
C15661,Renault,Duster,2008,Hybrid,Blue,11.23
C15662,Maruti,Seltos,2013,Hybrid,Blue,19.17
C15663,Tata,Ecosport,2022,CNG,Blue,14.3
C15664,Toyota,Polo,2016,Hybrid,Silver,20.62
C15665,Kia,Seltos,2022,Diesel,Yellow,18.32
C15666,Toyota,Nexon,2018,Hybrid,Black,23.83
C15667,Tata,City,2013,Hybrid,Blue,21.57
C15668,Ford,Polo,2023,Hybrid,Silver,13.69
C15669,Maruti,Seltos,2020,CNG,Silver,11.97
C15670,Maruti,Polo,2007,Hybrid,Grey,24.34
C15671,Hyundai,Duster,2018,Electric,White,24.11
C15672,Hyundai,Ecosport,2017,CNG,Green,18.59
C15673,Honda,XUV500,2018,Diesel,Red,17.66
C15674,Kia,Innova,2021,Electric,Silver,22.6
C15675,Honda,Nexon,2007,Hybrid,Black,18.55
C15676,Hyundai,Swift,2024,Petrol,White,20
C15677,Renault,Swift,2013,Electric,White,18.62
C15678,Hyundai,Creta,2005,CNG,Black,16.51
C15679,Toyota,Duster,2006,Diesel,Blue,24.91
C15680,Volkswagen,Duster,2016,Diesel,Grey,10.71
C15681,Toyota,Polo,2023,Electric,Red,16.65
C15682,Tata,City,2014,CNG,Black,23.39
C15683,Renault,XUV500,2014,Electric,White,10.82
C15684,Volkswagen,Innova,2008,Diesel,Green,10.68
C15685,Ford,Swift,2015,Hybrid,Silver,19.37
C15686,Toyota,XUV500,2017,Petrol,Green,19.29
C15687,Honda,Duster,2017,Petrol,Grey,20.37
C15688,Mahindra,Duster,2005,Petrol,Green,15.33
C15689,Renault,City,2014,Electric,Silver,12.54
C15690,Honda,Duster,2024,Petrol,Silver,11.99
C15691,Mahindra,Innova,2005,Hybrid,Red,15.61
C15692,Maruti,XUV500,2024,Electric,Green,11.76
C15693,Tata,Swift,2007,Petrol,White,20.56
C15694,Honda,Polo,2017,Petrol,Black,13.12
C15695,Honda,Ecosport,2011,Petrol,Black,20.8
C15696,Mahindra,Polo,2012,Diesel,Blue,18.32
C15697,Volkswagen,Nexon,2013,Diesel,White,15.83
C15698,Kia,Innova,2011,Electric,Silver,18.58
C15699,Kia,Polo,2014,Hybrid,Blue,19.95
C15700,Toyota,City,2016,Diesel,Black,22.73
C15701,Volkswagen,Swift,2009,CNG,White,20.92
C15702,Hyundai,Seltos,2006,Diesel,Green,21.25
C15703,Renault,Polo,2019,Electric,White,16.99
C15704,Mahindra,Polo,2019,Electric,Blue,18.08
C15705,Renault,City,2012,Diesel,Yellow,24.89
C15706,Toyota,Duster,2022,Diesel,Black,13.06
C15707,Volkswagen,Seltos,2015,Electric,Silver,23.38
C15708,Honda,Swift,2022,Diesel,Yellow,13.5
C15709,Toyota,Creta,2009,CNG,White,14.06
C15710,Kia,XUV500,2010,Petrol,Red,16.7
C15711,Renault,Ecosport,2006,Hybrid,Silver,21.49
C15712,Ford,Duster,2005,Petrol,Yellow,20.84
C15713,Maruti,Polo,2022,Diesel,Black,19.58
C15714,Renault,Innova,2007,Hybrid,Grey,23.2
C15715,Toyota,Seltos,2022,Electric,Grey,10.07
C15716,Kia,Duster,2007,Petrol,Silver,17.17
C15717,Mahindra,City,2008,Electric,Red,20.26
C15718,Ford,Polo,2013,Diesel,Green,23.63
C15719,Toyota,City,2024,CNG,Green,23.07
C15720,Renault,Nexon,2006,CNG,Green,19.51
C15721,Ford,Duster,2007,Hybrid,Grey,16.91
C15722,Tata,Polo,2013,Hybrid,Grey,10.31
C15723,Kia,Seltos,2021,Petrol,Yellow,12.87
C15724,Kia,City,2013,Hybrid,White,21.86
C15725,Mahindra,Nexon,2021,Diesel,Green,24.71
C15726,Renault,Nexon,2022,Petrol,Grey,10.73
C15727,Toyota,Innova,2006,Electric,Yellow,19.9
C15728,Volkswagen,Innova,2014,CNG,Green,15.79
C15729,Renault,Polo,2013,Diesel,Black,11.3
C15730,Mahindra,Nexon,2024,Electric,Blue,21.18
C15731,Tata,Innova,2024,Electric,Yellow,20.21
C15732,Mahindra,XUV500,2020,Diesel,Blue,11.98
C15733,Renault,Swift,2009,CNG,Blue,14.81
C15734,Maruti,Creta,2016,CNG,White,18.73
C15735,Ford,XUV500,2006,Petrol,Red,13.65
C15736,Maruti,Swift,2024,Electric,Black,15.06
C15737,Ford,Duster,2007,Hybrid,Green,17.05
C15738,Toyota,XUV500,2011,Hybrid,Silver,24.99
C15739,Kia,XUV500,2012,CNG,Black,16.89
C15740,Kia,Innova,2022,CNG,Red,12.91
C15741,Honda,City,2006,Electric,Green,18.05
C15742,Toyota,XUV500,2019,Hybrid,Red,18.7
C15743,Volkswagen,Nexon,2019,CNG,Blue,23.14
C15744,Tata,Seltos,2022,Electric,Silver,14.94
C15745,Kia,XUV500,2011,Hybrid,Green,17.31
C15746,Mahindra,Innova,2007,CNG,Black,17.73
C15747,Kia,City,2014,Petrol,Blue,19.91
C15748,Maruti,Polo,2009,CNG,Silver,22.9
C15749,Ford,Nexon,2022,Electric,Green,20.99
C15750,Volkswagen,Nexon,2020,Petrol,Red,12.44
C15751,Kia,Nexon,2024,Electric,Yellow,12.49
C15752,Ford,XUV500,2008,Hybrid,Red,21.55
C15753,Ford,Duster,2006,Electric,Grey,11.06
C15754,Hyundai,Creta,2013,Diesel,Green,17.91
C15755,Tata,City,2008,Electric,Yellow,10.38
C15756,Honda,Innova,2022,Hybrid,Yellow,10.28
C15757,Ford,Ecosport,2015,Electric,Red,15.4
C15758,Mahindra,Duster,2005,Electric,Blue,24.75
C15759,Renault,Innova,2021,CNG,Grey,10.34
C15760,Ford,Swift,2021,CNG,Blue,16.01
C15761,Kia,Creta,2018,Diesel,Yellow,15.53
C15762,Maruti,Nexon,2019,Diesel,Green,15.65
C15763,Kia,Seltos,2017,Electric,Red,10.9
C15764,Toyota,Creta,2013,Electric,Blue,21.31
C15765,Hyundai,XUV500,2013,Hybrid,Grey,13.98
C15766,Mahindra,Duster,2006,Diesel,Red,10.42
C15767,Volkswagen,Creta,2012,Diesel,White,10.49
C15768,Mahindra,City,2016,CNG,Silver,21.75
C15769,Hyundai,Swift,2016,Hybrid,Grey,12.82
C15770,Renault,Nexon,2022,Diesel,Yellow,24.23
C15771,Renault,Seltos,2015,Petrol,Red,20.42
C15772,Honda,Nexon,2008,Electric,Silver,18.45
C15773,Toyota,Seltos,2012,Diesel,White,23.86
C15774,Maruti,XUV500,2018,Diesel,Red,19.19
C15775,Honda,Polo,2022,Petrol,Silver,14.74
C15776,Volkswagen,City,2011,Diesel,Silver,14.33
C15777,Maruti,Creta,2006,Diesel,Silver,14.52
C15778,Mahindra,City,2019,CNG,Black,21.23
C15779,Tata,XUV500,2007,Petrol,Black,14.67
C15780,Hyundai,Ecosport,2022,Electric,Green,15.25
C15781,Kia,Duster,2014,Electric,Silver,19.88
C15782,Honda,Nexon,2021,Diesel,Black,14.77
C15783,Toyota,Innova,2024,Petrol,Silver,18.91
C15784,Ford,Duster,2007,Petrol,Yellow,11.09
C15785,Renault,Seltos,2018,CNG,Yellow,16.06
C15786,Honda,City,2023,Diesel,Grey,22.56
C15787,Toyota,City,2015,Petrol,Red,23.72
C15788,Renault,City,2010,CNG,Grey,23.94
C15789,Hyundai,XUV500,2012,Hybrid,Grey,10.9
C15790,Tata,XUV500,2010,Electric,Red,22.15
C15791,Mahindra,Innova,2014,Hybrid,Yellow,12.24
C15792,Hyundai,Seltos,2008,Hybrid,Blue,16.71
C15793,Tata,City,2005,CNG,Black,14.19
C15794,Kia,Innova,2015,Diesel,Black,17.04
C15795,Maruti,Seltos,2014,Petrol,Black,12.22
C15796,Ford,Ecosport,2017,CNG,Red,20.7
C15797,Toyota,Swift,2009,Electric,Black,10.01
C15798,Volkswagen,XUV500,2023,Diesel,Blue,12.13
C15799,Tata,Seltos,2021,CNG,Red,21.34
C15800,Kia,Ecosport,2016,Petrol,Red,13.8
C15801,Maruti,Swift,2014,Petrol,Silver,10.63
C15802,Volkswagen,Creta,2020,CNG,Black,24.28
C15803,Hyundai,XUV500,2006,Petrol,Grey,21.98
C15804,Renault,Seltos,2013,CNG,Green,24.18
C15805,Maruti,XUV500,2017,CNG,Grey,17.12
C15806,Toyota,Innova,2005,Petrol,Grey,18.41
C15807,Ford,Innova,2020,Electric,Yellow,22.75
C15808,Kia,Creta,2018,Hybrid,Black,12.59
C15809,Tata,Innova,2009,Diesel,Black,23.49
C15810,Toyota,Nexon,2013,Diesel,Silver,15.04
C15811,Maruti,Innova,2008,CNG,Grey,20.54
C15812,Ford,Ecosport,2022,Hybrid,Black,16.35
C15813,Toyota,Innova,2005,CNG,Grey,15.42
C15814,Hyundai,Seltos,2010,Diesel,Silver,21.94
C15815,Toyota,Polo,2018,Hybrid,Black,14.44
C15816,Maruti,Creta,2015,Petrol,Silver,12.61
C15817,Toyota,Swift,2016,CNG,Grey,12.26
C15818,Toyota,Innova,2014,Petrol,Black,17.26
C15819,Renault,Swift,2007,CNG,Red,21.03
C15820,Renault,Innova,2015,CNG,Red,12.03
C15821,Tata,Duster,2014,Hybrid,Yellow,15.04
C15822,Mahindra,Ecosport,2022,Electric,Yellow,22.66
C15823,Renault,Nexon,2013,Petrol,Blue,14.94
C15824,Ford,Ecosport,2005,Hybrid,Yellow,13.9
C15825,Kia,City,2007,Diesel,Blue,11.04
C15826,Toyota,Seltos,2007,Hybrid,Green,21.19
C15827,Maruti,Duster,2024,Diesel,White,19.59
C15828,Ford,Ecosport,2024,Diesel,Blue,13.83
C15829,Tata,City,2013,CNG,Grey,23.66
C15830,Toyota,Nexon,2017,Hybrid,Yellow,24.6
C15831,Toyota,XUV500,2006,Hybrid,Silver,12.76
C15832,Mahindra,XUV500,2019,CNG,Red,10.95
C15833,Volkswagen,Polo,2010,Hybrid,Silver,21.26
C15834,Tata,Polo,2017,CNG,Silver,18.53
C15835,Hyundai,XUV500,2022,Hybrid,Red,12.66
C15836,Tata,Polo,2016,Diesel,Green,23.21
C15837,Ford,XUV500,2011,Hybrid,Green,16.67
C15838,Hyundai,Swift,2018,Petrol,Yellow,21.32
C15839,Volkswagen,City,2012,Electric,Yellow,19.74
C15840,Kia,Ecosport,2023,Electric,White,22.5
C15841,Mahindra,XUV500,2007,Diesel,Yellow,16.65
C15842,Hyundai,Ecosport,2018,CNG,Red,11.02
C15843,Kia,XUV500,2023,Electric,Red,12.85
C15844,Mahindra,Seltos,2010,CNG,Red,13.32
C15845,Mahindra,Seltos,2017,Hybrid,Yellow,14.49
C15846,Ford,Ecosport,2022,Hybrid,Black,17.13
C15847,Mahindra,Polo,2015,CNG,Black,22.99
C15848,Renault,Creta,2017,Electric,Red,21.35
C15849,Volkswagen,Duster,2008,Diesel,Grey,23.99
C15850,Renault,Duster,2021,Diesel,Yellow,18.48
C15851,Volkswagen,Polo,2020,Hybrid,Blue,11.92
C15852,Ford,Innova,2018,CNG,Silver,20.4
C15853,Renault,Polo,2024,Electric,Red,14.07
C15854,Toyota,Polo,2011,Hybrid,Grey,13.11
C15855,Ford,XUV500,2015,Electric,Red,20.84
C15856,Tata,Innova,2022,Diesel,Black,24.41
C15857,Ford,Creta,2011,Electric,Red,19.67
C15858,Honda,Duster,2015,Petrol,White,20.92
C15859,Volkswagen,Ecosport,2015,Diesel,Green,11.76
C15860,Mahindra,Duster,2008,Electric,White,12.93
C15861,Volkswagen,Seltos,2013,Electric,Silver,22.38
C15862,Mahindra,Ecosport,2010,Electric,White,12.07
C15863,Tata,Creta,2008,Petrol,Grey,21.05
C15864,Volkswagen,Creta,2015,Electric,Grey,19.85
C15865,Toyota,Nexon,2007,Electric,Green,12.68
C15866,Hyundai,City,2016,Petrol,Yellow,12.63
C15867,Honda,Polo,2014,Petrol,Grey,22.82
C15868,Toyota,Seltos,2021,Electric,Blue,14.79
C15869,Mahindra,Creta,2008,Hybrid,Green,14.69
C15870,Volkswagen,Polo,2010,Electric,White,18.88
C15871,Honda,Nexon,2021,Petrol,Green,14.63
C15872,Maruti,Creta,2018,CNG,Green,24.39
C15873,Mahindra,Duster,2013,Diesel,Grey,10.6
C15874,Ford,Innova,2015,Petrol,Green,22.1
C15875,Toyota,Creta,2010,Petrol,Yellow,24.44
C15876,Renault,Polo,2015,Petrol,Grey,12.82
C15877,Honda,Swift,2022,Hybrid,Red,14.93
C15878,Renault,Ecosport,2014,Electric,Black,19.96
C15879,Hyundai,Creta,2006,CNG,Black,19.48
C15880,Tata,Creta,2021,Petrol,Blue,19.91
C15881,Toyota,Polo,2008,Electric,Black,13.77
C15882,Mahindra,City,2006,Petrol,Green,17.17
C15883,Ford,Nexon,2009,Diesel,Silver,23.63
C15884,Ford,Ecosport,2016,CNG,Red,17.49
C15885,Hyundai,City,2013,Diesel,Blue,11.89
C15886,Volkswagen,Creta,2020,Petrol,Silver,14.52
C15887,Kia,XUV500,2009,CNG,Red,24.32
C15888,Toyota,City,2021,Electric,Green,16.21
C15889,Renault,Duster,2010,CNG,Blue,19.14
C15890,Maruti,Duster,2017,Hybrid,Grey,12.49
C15891,Tata,Swift,2017,CNG,Green,20.95
C15892,Honda,Swift,2015,Diesel,Yellow,18.58
C15893,Toyota,Swift,2009,CNG,Grey,13.89
C15894,Toyota,Ecosport,2014,Petrol,Silver,18.36
C15895,Ford,Nexon,2007,Hybrid,Grey,13.66
C15896,Volkswagen,Seltos,2024,Hybrid,Blue,17.47
C15897,Ford,Ecosport,2019,Hybrid,White,14.23
C15898,Volkswagen,Ecosport,2024,Electric,Red,23.88
C15899,Honda,Seltos,2007,Diesel,Red,15.25
C15900,Tata,Innova,2007,Petrol,Black,14.67
C15901,Renault,Nexon,2023,Hybrid,Blue,18.39
C15902,Kia,Creta,2023,Petrol,Grey,23.9
C15903,Tata,Ecosport,2005,Diesel,Green,17.88
C15904,Kia,Innova,2010,CNG,White,13.7
C15905,Honda,Seltos,2006,Diesel,Blue,21.01
C15906,Volkswagen,Innova,2016,CNG,Yellow,17.67
C15907,Hyundai,Ecosport,2010,Petrol,Green,22.38
C15908,Toyota,Innova,2017,Diesel,Green,13.99
C15909,Maruti,Polo,2018,Diesel,Silver,22.55
C15910,Maruti,Nexon,2015,CNG,Silver,20.66
C15911,Hyundai,Innova,2010,Hybrid,Red,10.06
C15912,Mahindra,Polo,2007,Diesel,Yellow,16.01
C15913,Maruti,Swift,2010,CNG,Yellow,10.07
C15914,Hyundai,XUV500,2019,Electric,Green,18.62
C15915,Maruti,Swift,2023,Petrol,Yellow,20.03
C15916,Mahindra,Duster,2007,Hybrid,White,22.22
C15917,Honda,Polo,2016,Hybrid,Grey,11.62
C15918,Kia,Seltos,2021,Petrol,Red,10.31
C15919,Honda,Innova,2013,Petrol,Red,22.83
C15920,Volkswagen,Seltos,2018,Petrol,Grey,18.96
C15921,Volkswagen,Ecosport,2021,Diesel,Green,12.02
C15922,Ford,XUV500,2020,Diesel,Blue,15.14
C15923,Ford,Seltos,2023,Diesel,Yellow,22.06
C15924,Mahindra,Duster,2018,Electric,Silver,12.25
C15925,Kia,Creta,2006,Electric,White,14.6
C15926,Hyundai,Duster,2020,Petrol,Grey,11.53
C15927,Maruti,Ecosport,2011,Diesel,Yellow,21.39
C15928,Mahindra,Duster,2023,Diesel,White,23.96
C15929,Toyota,Seltos,2021,CNG,Green,22.9
C15930,Toyota,Swift,2017,Diesel,Black,10.93
C15931,Maruti,Creta,2012,Diesel,Black,12.42
C15932,Ford,Swift,2009,Petrol,Red,15.36
C15933,Volkswagen,Creta,2007,Diesel,Green,20.77
C15934,Renault,XUV500,2009,Electric,Red,14.57
C15935,Toyota,Seltos,2023,CNG,Green,17.32
C15936,Hyundai,Duster,2012,Electric,Black,15.04
C15937,Toyota,City,2011,Hybrid,Yellow,13.48
C15938,Tata,Seltos,2022,Hybrid,Black,13.4
C15939,Mahindra,Duster,2022,CNG,Black,15.7
C15940,Renault,Ecosport,2020,CNG,Red,17.38
C15941,Maruti,Duster,2014,Petrol,White,16.22
C15942,Ford,Seltos,2012,Electric,Grey,12.63
C15943,Mahindra,Nexon,2011,CNG,Grey,20.82
C15944,Volkswagen,Swift,2015,Petrol,Green,19.9
C15945,Honda,Seltos,2015,Electric,Black,10.02
C15946,Mahindra,Seltos,2015,Petrol,Black,24.27
C15947,Maruti,Duster,2024,Diesel,Yellow,24.99
C15948,Maruti,Seltos,2019,Diesel,White,13.57
C15949,Renault,Duster,2011,Hybrid,Silver,15.12
C15950,Kia,Innova,2007,Diesel,Green,16.16
C15951,Kia,Creta,2016,Electric,Yellow,24.5
C15952,Tata,Seltos,2024,Hybrid,Green,11.45
C15953,Maruti,Seltos,2014,Electric,Black,24.94
C15954,Renault,Ecosport,2024,Electric,Silver,17.31
C15955,Volkswagen,Creta,2020,Diesel,Black,22.57
C15956,Tata,Creta,2010,Electric,Red,19.62
C15957,Ford,Polo,2011,CNG,Black,23.62
C15958,Hyundai,Duster,2022,Diesel,Yellow,12.28
C15959,Volkswagen,Creta,2012,CNG,White,19.48
C15960,Volkswagen,Duster,2013,Hybrid,Red,11.03
C15961,Volkswagen,Creta,2014,Hybrid,Yellow,22.51
C15962,Toyota,City,2016,Diesel,Red,14.65
C15963,Tata,Seltos,2020,Electric,White,17.84
C15964,Tata,Nexon,2021,CNG,Blue,10.72
C15965,Volkswagen,Duster,2008,Hybrid,Red,18.96
C15966,Honda,Innova,2006,Electric,Green,21.86
C15967,Mahindra,Innova,2016,Petrol,Yellow,11.55
